langs,neighbour,i
Ngaanyatjarra,Wirangu,7
Ngaanyatjarra,Kumbainggar,8
Ngaanyatjarra,Tiwi,9
Ngaanyatjarra,Wik-Mungkan,10
Ngalkbun,Mudburra,1
Ngalkbun,Jingulu,2
Ngalkbun,Yandruwandha,3
Ngalkbun,Tiwi,4
Ngalkbun,Bardi,5
Ngalkbun,Wik-Mungkan,6
Ngalkbun,Ngaanyatjarra,7
Ngalkbun,Muruwari,8
Ngalkbun,Yir-Yoront,9
Ngalkbun,Yankunytjatjara,10
Ngandi,Ritharrngu,1
Ngandi,Wandarang,2
Ngandi,Wubuy,3
Ngandi,Tweed-Albert,4
Ngandi,Nen,5
Ngandi,Jingulu,6
Ngandi,Wik-Mungkan,7
Ngandi,Yir-Yoront,8
Ngandi,Mudburra,9
Ngandi,Ngalkbun,10
Niuean,Tokelau,1
Niuean,Tuvalu,2
Niuean,Rotuman,3
Niuean,Mele-Fila,4
Niuean,Cheke Holo,5
Niuean,Southern Cook Island Maori,6
Niuean,Sie,7
Niuean,To'abaita,8
Niuean,Lenakel,9
Niuean,Äiwoo,10
North Alaskan Inupiatun,Eastern Ojibwa,1
North Alaskan Inupiatun,Tanacross,2
North Alaskan Inupiatun,Northwest Sahaptin,3
North Alaskan Inupiatun,Squamish,4
North Alaskan Inupiatun,Bella Coola,5
North Alaskan Inupiatun,Aleut,6
North Alaskan Inupiatun,Alabama,7
North Alaskan Inupiatun,Ahtena,8
North Alaskan Inupiatun,Central Siberian Yupik,9
North Alaskan Inupiatun,Upper Chehalis,10
North Azerbaijani,Kazakh,1
North Azerbaijani,Uighur,2
North Azerbaijani,Georgian,3
North Azerbaijani,Turkish,4
North Azerbaijani,Central Kurdish,5
North Azerbaijani,Sicilian,6
North Azerbaijani,Upper Sorbian,7
North Azerbaijani,Halh Mongolian,8
North Azerbaijani,Slovak,9
North Azerbaijani,Serbian-Croatian-Bosnian,10
North Saami,Zulu,1
North Saami,Lakota,2
North Saami,Santali,3
North Saami,Kâte,4
North Saami,North Alaskan Inupiatun,5
North Saami,Yámana,6
North Saami,Ahtena,7
North Saami,Ndonga,8
North Saami,Baram Kayan,9
North Saami,Nuer,10
Northeast Maidu,Ho-Chunk,1
Northeast Maidu,Yana,2
Northeast Maidu,Seneca,3
Northeast Maidu,Klamath-Modoc,4
Northeast Maidu,Tunica,5
Northeast Maidu,Western Victoria,6
Northeast Maidu,Nugunu,7
Northeast Maidu,Ute-Southern Paiute,8
Northeast Maidu,Lycian A,9
Northeast Maidu,Midland American English,10
Northern Alta,Arta,1
Northern Alta,Pangasinan,2
Northern Alta,Rade,3
Northern Alta,Bantawa,4
Northern Alta,Western Bukidnon Manobo,5
Northern Alta,Maguindanao,6
Northern Alta,Pampanga,7
Northern Alta,Casiguran-Nagtipunan Agta,8
Northern Alta,Agusan Manobo,9
Northern Alta,Paiwan,10
Northern Grebo,East Limba,1
Northern Grebo,Giryama,2
Northern Grebo,Zigula-Mushungulu,3
Northern Grebo,Lokono,4
Northern Grebo,Bassa,5
Northern Grebo,S'gaw Karen,6
Northern Grebo,Guarayu,7
Northern Grebo,Nupe-Nupe-Tako,8
Northern Grebo,Bafanji,9
Northern Grebo,Akan,10
Northern Pashto,Hindustani,1
Northern Pashto,Urdu,2
Northern Pashto,Sindhi,3
Northern Pashto,Eastern Panjabi,4
Northern Pashto,Western Farsi,5
Northern Pashto,Western Panjabi,6
Northern Pashto,Southern Hindko,7
Northern Pashto,Hindi,8
Northern Pashto,Standard Arabic,9
Northern Pashto,Central Kurdish,10
Northern Tosk Albanian,Galician,1
Northern Tosk Albanian,Papiamento,2
Northern Tosk Albanian,Pennsylvania German,3
Northern Tosk Albanian,Serbian-Croatian-Bosnian,4
Northern Tosk Albanian,Plautdietsch,5
Northern Tosk Albanian,Belarusian,6
Northern Tosk Albanian,Eastern Yiddish,7
Northern Tosk Albanian,Western Frisian,8
Northern Tosk Albanian,Central Kurdish,9
Northern Tosk Albanian,Somali,10
Northern Uzbek,Kirghiz,1
Northern Uzbek,Turkmen,2
Northern Uzbek,Tibetan,3
Northern Uzbek,Uighur,4
Northern Uzbek,Vietnamese,5
Northern Uzbek,Standard Indonesian,6
Northern Uzbek,Romanian,7
Northern Uzbek,Korean,8
Northern Uzbek,Japanese,9
Northern Uzbek,Levantine Arabic,10
Northwest Sahaptin,Alabama,1
Northwest Sahaptin,Havasupai-Walapai-Yavapai,2
Northwest Sahaptin,Upper Chehalis,3
Northwest Sahaptin,Creek,4
Northwest Sahaptin,Eastern Ojibwa,5
Northwest Sahaptin,Squamish,6
Northwest Sahaptin,Navajo,7
Northwest Sahaptin,Koasati,8
Northwest Sahaptin,Shoshoni,9
Northwest Sahaptin,Comanche,10
Northwestern Ojibwa,Chippewa,1
Northwestern Ojibwa,Unami,2
Northwestern Ojibwa,Kalispel-Pend d'Oreille,3
Northwestern Ojibwa,Nez Perce,4
Northwestern Ojibwa,Huron-Wyandot,5
Northwestern Ojibwa,Western Abenaki,6
Northwestern Ojibwa,Dakota,7
Northwestern Ojibwa,Mískito,8
Northwestern Ojibwa,Eastern Ojibwa,9
Northwestern Ojibwa,Lakota,10
Norwegian,Afrikaans,1
Norwegian,Finnish,2
Norwegian,Danish,3
Norwegian,German,4
Norwegian,Swedish,5
Norwegian,Polish,6
Norwegian,Slovenian,7
Norwegian,Hungarian,8
Norwegian,Spanish,9
Norwegian,Moselle Franconian,10
Nuer,Southwestern Dinka,1
Nuer,Naro,2
Nuer,Karamojong,3
Nuer,Mungaka,4
Nuer,Iraqw,5
Nuer,Luo,6
Nuer,Sidamo,7
Nuer,Nyanja,8
Nuer,Ndonga,9
Nuer,Southern Sotho,10
Nugunu,Western Victoria,1
Nugunu,Wirangu,2
Nugunu,Yuwaalaraay-Gamilaraay,3
Nugunu,Tweed-Albert,4
Nugunu,Adnyamathanha,5
Nugunu,Yir-Yoront,6
Nugunu,Kumbainggar,7
Nugunu,Muruwari,8
Nugunu,Northeast Maidu,9
Nugunu,Kuku-Yalanji,10
Nung,Paiwan,1
Nung,Akha,2
Nung,Western Bukidnon Manobo,3
Nung,Rungus,4
Nung,Tai Nüa,5
Nung,Agusan Manobo,6
Nung,Tboli,7
Nung,Yao,8
Nung,Rade,9
Nung,Central Bontoc,10
Nupe-Nupe-Tako,Zande,1
Nupe-Nupe-Tako,Ewe,2
Nupe-Nupe-Tako,Tumulung Sisaala,3
Nupe-Nupe-Tako,East Limba,4
Nupe-Nupe-Tako,Mandinka,5
Nupe-Nupe-Tako,Ibibio,6
Nupe-Nupe-Tako,Bassa,7
Nupe-Nupe-Tako,Gbari,8
Nupe-Nupe-Tako,Hausa,9
Nupe-Nupe-Tako,Pulaar,10
Nuu-chah-nulth,Aleut,1
Nuu-chah-nulth,Central Siberian Yupik,2
Nuu-chah-nulth,Kwak'wala,3
Nuu-chah-nulth,Upper Chehalis,4
Nuu-chah-nulth,Ahtena,5
Nuu-chah-nulth,Dena'ina,6
Nuu-chah-nulth,Bella Coola,7
Nuu-chah-nulth,Äiwoo,8
Nuu-chah-nulth,Squamish,9
Nuu-chah-nulth,Haisla,10
Nyanja,Giryama,1
Nyanja,Zulu,2
Nyanja,Lamba,3
Nyanja,Ao Naga,4
Nyanja,Venda,5
Nyanja,Tswana,6
Nyanja,Bemba,7
Nyanja,Mambwe-Lungu,8
Nyanja,Luo,9
Nyanja,Nuer,10
Nyankole,Ganda,1
Nyankole,Karamojong,2
Nyankole,Ndau,3
Nyankole,Yao,4
Nyankole,Iraqw,5
Nyankole,Zigula-Mushungulu,6
Nyankole,Kxoe,7
Nyankole,Kamba,8
Nyankole,Diriku-Shambyu,9
Nyankole,Venda,10
Nyole,Gungu,1
Nyole,Gwere,2
Nyole,Talinga-Bwisi,3
Nyole,Kamba,4
Nyole,Central Dagaare,5
Nyole,Agusan Manobo,6
Nyole,Lokono,7
Nyole,Luo,8
Nyole,Shilluk,9
Nyole,Ibibio,10
Nzima,Yoruba,1
Nzima,Ga,2
Nzima,Tee,3
Nzima,Ewe,4
Nzima,Bassa,5
Nzima,Garifuna,6
Nzima,Urhobo,7
Nzima,Mandinka,8
Nzima,Igbo,9
Nzima,Nupe-Nupe-Tako,10
Odia,Bodo-Mech,1
Odia,Manipuri,2
Odia,Gujarati,3
Odia,Assamese,4
Odia,Kok Borok,5
Odia,Bengali,6
Odia,Chang Naga,7
Odia,Mandarin Chinese,8
Odia,Marathi,9
Odia,Nepali,10
Oksapmin,Yagaria,1
Oksapmin,Selepet,2
Oksapmin,Telefol,3
Oksapmin,Kwamera,4
Oksapmin,Enga,5
Oksapmin,Kosarek Yale,6
Oksapmin,Savosavo,7
Oksapmin,Djinang,8
Oksapmin,Kalam,9
Oksapmin,Wersing,10
Old Chinese,Yue Chinese,1
Old Chinese,Middle Chinese,2
Old Chinese,Min Dong Chinese,3
Old Chinese,Hakka Chinese,4
Old Chinese,Assyrian Neo-Aramaic,5
Old Chinese,Min Nan Chinese,6
Old Chinese,Sabaic,7
Old Chinese,Old Khmer,8
Old Chinese,Beijing Mandarin,9
Old Chinese,Mandarin Chinese,10
Old English,Old French,1
Old English,Modern Greek,2
Old English,Middle High German,3
Old English,Irish,4
Old English,Latin,5
Old English,Old Norse,6
Old English,Scottish Gaelic,7
Old English,Geez,8
Old English,Welsh,9
Old English,Manx,10
Old French,Old English,1
Old French,Middle High German,2
Old French,Modern Greek,3
Old French,Geez,4
Old French,Latin,5
Old French,Old Norse,6
Old French,Irish,7
Old French,Portuguese,8
Old French,Eastern Armenian,9
Old French,Scottish Gaelic,10
Old Khmer,Pali,1
Old Khmer,Sumerian,2
Old Khmer,Akkadian,3
Old Khmer,Sinhala,4
Old Khmer,Egyptian,5
Old Khmer,Sanskrit,6
Old Khmer,Assyrian Neo-Aramaic,7
Old Khmer,Sabaic,8
Old Khmer,Khotanese,9
Old Khmer,Central Khmer,10
Old Norse,Icelandic,1
Old Norse,Old English,2
Old Norse,Latin,3
Old Norse,Middle High German,4
Old Norse,Modern Greek,5
Old Norse,Scottish Gaelic,6
Old Norse,Irish,7
Old Norse,Old French,8
Old Norse,Welsh,9
Old Norse,Manx,10
Orokolo,Toaripi,1
Orokolo,Lau,2
Orokolo,Bughotu,3
Orokolo,'Are'are,4
Orokolo,Roviana,5
Orokolo,Arosi,6
Orokolo,Gela,7
Orokolo,Thayore,8
Orokolo,Raluana,9
Orokolo,Mailu,10
Osage,Lakota,1
Osage,Navajo,2
Osage,Shoshoni,3
Osage,Arikara,4
Osage,Atakapa,5
Osage,Choctaw,6
Osage,Creek,7
Osage,Koasati,8
Osage,Cheyenne,9
Osage,Dakota,10
Paama,Nafsan,1
Paama,Äiwoo,2
Paama,Sie,3
Paama,Daakie,4
Paama,Lenakel,5
Paama,Vurës,6
Paama,Talise,7
Paama,Mali,8
Paama,To'abaita,9
Paama,Misima-Paneati,10
Paiwan,Western Bukidnon Manobo,1
Paiwan,Agusan Manobo,2
Paiwan,Tetum,3
Paiwan,Central Bontoc,4
Paiwan,Casiguran-Nagtipunan Agta,5
Paiwan,Yao,6
Paiwan,Nung,7
Paiwan,Chepang,8
Paiwan,Limbu,9
Paiwan,Rungus,10
Palauan,Chuukese,1
Palauan,Woleaian,2
Palauan,Pohnpeian,3
Palauan,Carolinian,4
Palauan,Mokilese,5
Palauan,Yapese,6
Palauan,Tuvalu,7
Palauan,Marshallese,8
Palauan,Kapingamarangi,9
Palauan,Kosraean,10
Pali,Sanskrit,1
Pali,Sinhala,2
Pali,Bengali,3
Pali,Kannada,4
Pali,Avestan,5
Pali,Malayalam,6
Pali,Tamil,7
Pali,Old Khmer,8
Pali,Telugu,9
Pali,Marathi,10
Palula,Sidamo,1
Palula,Manda,2
Palula,Mandari,3
Palula,Tuvinian,4
Palula,Limbu,5
Palula,Media Lengua,6
Palula,Mundari,7
Palula,Bongo,8
Palula,Chantyal,9
Palula,Mahasu Pahari,10
Pampanga,Pangasinan,1
Pampanga,Coastal-Naga Bikol,2
Pampanga,Chamorro,3
Pampanga,Maguindanao,4
Pampanga,Masbatenyo,5
Pampanga,Agusan Manobo,6
Pampanga,Iloko,7
Pampanga,Waray,8
Pampanga,Maranao,9
Pampanga,Hiligaynon,10
Pangasinan,Maguindanao,1
Pangasinan,Pampanga,2
Pangasinan,Iloko,3
Pangasinan,Masbatenyo,4
Pangasinan,Maranao,5
Pangasinan,Western Bukidnon Manobo,6
Pangasinan,Waray,7
Pangasinan,Northern Alta,8
Pangasinan,Cebuano,9
Pangasinan,Hiligaynon,10
Papiamento,Western Frisian,1
Papiamento,Galician,2
Papiamento,Belarusian,3
Papiamento,Javanese,4
Papiamento,Haitian,5
Papiamento,Serbian-Croatian-Bosnian,6
Papiamento,Eastern Yiddish,7
Papiamento,Northern Tosk Albanian,8
Papiamento,Western Flemish,9
Papiamento,Ladino,10
Pedi,Yeyi,1
Pedi,Turkmen,2
Pedi,Mushungulu,3
Pedi,Romanian,4
Pedi,Masai,5
Pedi,Mampruli,6
Pedi,Somali,7
Pedi,Northern Uzbek,8
Pedi,Western Apache,9
Pedi,Ndonga,10
Pennsylvania German,Louisiana Creole French,1
Pennsylvania German,Northern Tosk Albanian,2
Pennsylvania German,Plautdietsch,3
Pennsylvania German,Wiltshire-Hampshire,4
Pennsylvania German,Sussex,5
Pennsylvania German,Creek,6
Pennsylvania German,Gilit Mesopotamian Arabic,7
Pennsylvania German,Navajo,8
Pennsylvania German,Western Apache,9
Pennsylvania German,Scots,10
Pidgin Chinook Jargon,Thompson,1
Pidgin Chinook Jargon,Powhatan,2
Pidgin Chinook Jargon,Atakapa,3
Pidgin Chinook Jargon,Unami,4
Pidgin Chinook Jargon,Upper Chehalis,5
Pidgin Chinook Jargon,Coast Miwok,6
Pidgin Chinook Jargon,Meskwaki,7
Pidgin Chinook Jargon,Tunica,8
Pidgin Chinook Jargon,Tonkawa,9
Pidgin Chinook Jargon,Kwak'wala,10
Pintupi-Luritja,Yankunytjatjara,1
Pintupi-Luritja,Warlpiri,2
Pintupi-Luritja,Ngaanyatjarra,3
Pintupi-Luritja,Tiwi,4
Pintupi-Luritja,Yir-Yoront,5
Pintupi-Luritja,Ngalkbun,6
Pintupi-Luritja,Wirangu,7
Pintupi-Luritja,Wik-Mungkan,8
Pintupi-Luritja,Grass Koiari,9
Pintupi-Luritja,Mudburra,10
Plains Cree,Western Abenaki,1
Plains Cree,Malecite-Passamaquoddy,2
Plains Cree,Eastern Canadian Inuktitut,3
Plains Cree,Ipai,4
Plains Cree,Wampanoag,5
Plains Cree,Klamath-Modoc,6
Plains Cree,Western Canadian Inuktitut,7
Plains Cree,Isthmus Zapotec,8
Plains Cree,Cheyenne,9
Plains Cree,Awa,10
Plateau Malagasy,Giryama,1
Plateau Malagasy,Sundanese,2
Plateau Malagasy,Zulu,3
Plateau Malagasy,Kurukh,4
Plateau Malagasy,Nyanja,5
Plateau Malagasy,Ao Naga,6
Plateau Malagasy,Bobangi,7
Plateau Malagasy,Sora,8
Plateau Malagasy,Kadazan Dusun,9
Plateau Malagasy,Hidatsa,10
Plautdietsch,Cajun French,1
Plautdietsch,Eastern Yiddish,2
Plautdietsch,Pennsylvania German,3
Plautdietsch,Northern Tosk Albanian,4
Plautdietsch,Spanish,5
Plautdietsch,Cornish,6
Plautdietsch,Aromanian,7
Plautdietsch,Galician,8
Plautdietsch,Moselle Franconian,9
Plautdietsch,Chamorro,10
Pohnpeian,Yapese,1
Pohnpeian,Chuukese,2
Pohnpeian,Mokilese,3
Pohnpeian,Kosraean,4
Pohnpeian,Palauan,5
Pohnpeian,Carolinian,6
Pohnpeian,Chamorro,7
Pohnpeian,Marshallese,8
Pohnpeian,Tuvalu,9
Pohnpeian,Kapingamarangi,10
Polish,Hungarian,1
Polish,Danish,2
Polish,French,3
Polish,Russian,4
Polish,Afrikaans,5
Polish,Dutch,6
Polish,Italian,7
Polish,Swedish,8
Polish,German,9
Polish,Ukrainian,10
Portuguese,Eastern Armenian,1
Portuguese,Italian,2
Portuguese,French,3
Portuguese,Dutch,4
Portuguese,Spanish,5
Portuguese,Sicilian,6
Portuguese,Western Flemish,7
Portuguese,Polish,8
Portuguese,Czech,9
Portuguese,Latin American Spanish,10
Powhatan,Pidgin Chinook Jargon,1
Powhatan,Thompson,2
Powhatan,Atakapa,3
Powhatan,Unami,4
Powhatan,Tonkawa,5
Powhatan,Coast Miwok,6
Powhatan,Tunica,7
Powhatan,Huron-Wyandot,8
Powhatan,Upper Chehalis,9
Powhatan,Tweed-Albert,10
Pulaar,Gambian Wolof,1
Pulaar,Mandinka,2
Pulaar,Sidamo,3
Pulaar,Hausa,4
Pulaar,Central Kanuri,5
Pulaar,Beja,6
Pulaar,Chadian Arabic,7
Pulaar,Southwestern Dinka,8
Pulaar,Nupe-Nupe-Tako,9
Pulaar,Nandi,10
Puluwatese,Marshallese,1
Puluwatese,Woleaian,2
Puluwatese,Chuukese,3
Puluwatese,Rennell-Bellona,4
Puluwatese,Carolinian,5
Puluwatese,Mokilese,6
Puluwatese,Kapingamarangi,7
Puluwatese,Takuu,8
Puluwatese,Tokelau,9
Puluwatese,Yapese,10
Rabha,Ho,1
Rabha,Chepang,2
Rabha,Tetum,3
Rabha,Sora,4
Rabha,Biatah Bidayuh,5
Rabha,Mizo,6
Rabha,Ao Naga,7
Rabha,Central Bontoc,8
Rabha,Baram Kayan,9
Rabha,Southern Jinghpaw,10
Rade,Tetum,1
Rade,Jehai,2
Rade,Bantawa,3
Rade,Limbu,4
Rade,Paiwan,5
Rade,Nung,6
Rade,Tai Nüa,7
Rade,Western Bukidnon Manobo,8
Rade,Chung,9
Rade,Northern Alta,10
Raluana,Mailu,1
Raluana,Roviana,2
Raluana,'Are'are,3
Raluana,Lau,4
Raluana,Futuna-Aniwa,5
Raluana,Aneityum,6
Raluana,Gela,7
Raluana,Toaripi,8
Raluana,Samoan,9
Raluana,Fijian,10
Reel,Bongo,1
Reel,Shatt,2
Reel,Belanda Bor,3
Reel,Lopit,4
Reel,Mandari,5
Reel,Chung,6
Reel,Ncane-Mungong,7
Reel,Lega-Shabunda,8
Reel,Bafanji,9
Reel,Sidamo,10
Rendille,Masai,1
Rendille,Ute-Southern Paiute,2
Rendille,Borana-Arsi-Guji Oromo,3
Rendille,Didinga,4
Rendille,Bambara,5
Rendille,Cherokee,6
Rendille,Mwaghavul,7
Rendille,Tangale,8
Rendille,Diriku-Shambyu,9
Rendille,East Taa,10
Rennell-Bellona,Takuu,1
Rennell-Bellona,Puluwatese,2
Rennell-Bellona,Chuukese,3
Rennell-Bellona,Hawaiian,4
Rennell-Bellona,Tikopia,5
Rennell-Bellona,Nakanai,6
Rennell-Bellona,Fijian,7
Rennell-Bellona,Marshallese,8
Rennell-Bellona,Kapingamarangi,9
Rennell-Bellona,Carolinian,10
Ritharrngu,Ngandi,1
Ritharrngu,Wandarang,2
Ritharrngu,Wubuy,3
Ritharrngu,Tweed-Albert,4
Ritharrngu,Nen,5
Ritharrngu,Jingulu,6
Ritharrngu,Wik-Mungkan,7
Ritharrngu,Ngalkbun,8
Ritharrngu,Mudburra,9
Ritharrngu,Yir-Yoront,10
Romanian,Filipino,1
Romanian,Burmese,2
Romanian,Estonian,3
Romanian,Vietnamese,4
Romanian,Kirghiz,5
Romanian,Standard Indonesian,6
Romanian,Northern Uzbek,7
Romanian,Japanese,8
Romanian,Korean,9
Romanian,Pedi,10
Romblomanon,Yakan,1
Romblomanon,Mapun,2
Romblomanon,Tboli,3
Romblomanon,Tausug,4
Romblomanon,Masbatenyo,5
Romblomanon,Mansaka,6
Romblomanon,Batad Ifugao,7
Romblomanon,Maguindanao,8
Romblomanon,Yogad,9
Romblomanon,Mag-Anchi Ayta,10
Rongga,Muna,1
Rongga,Talise,2
Rongga,Larike-Wakasihu,3
Rongga,Sinaugoro,4
Rongga,Mag-Anchi Ayta,5
Rongga,Arta,6
Rongga,Mansaka,7
Rongga,Grass Koiari,8
Rongga,Lundayeh,9
Rongga,Mali,10
Rotuman,Mele-Fila,1
Rotuman,Roviana,2
Rotuman,Tonga,3
Rotuman,Gela,4
Rotuman,Niuean,5
Rotuman,Samoan,6
Rotuman,Toaripi,7
Rotuman,Aneityum,8
Rotuman,Futuna-Aniwa,9
Rotuman,Fijian,10
Roviana,Gela,1
Roviana,Lau,2
Roviana,Toaripi,3
Roviana,Arosi,4
Roviana,'Are'are,5
Roviana,Futuna-Aniwa,6
Roviana,Mailu,7
Roviana,Rotuman,8
Roviana,Raluana,9
Roviana,Mota,10
Rungus,Akha,1
Rungus,Central Bontoc,2
Rungus,Western Bukidnon Manobo,3
Rungus,Casiguran-Nagtipunan Agta,4
Rungus,Paiwan,5
Rungus,Nung,6
Rungus,Tboli,7
Rungus,Agusan Manobo,8
Rungus,Yao,9
Rungus,Tetum,10
Russian,Ukrainian,1
Russian,Polish,2
Russian,Hungarian,3
Russian,Danish,4
Russian,German,5
Russian,Slovenian,6
Russian,Swedish,7
Russian,Lithuanian,8
Russian,Czech,9
Russian,Afrikaans,10
S'gaw Karen,Ao Naga,1
S'gaw Karen,Shan,2
S'gaw Karen,Southern Jinghpaw,3
S'gaw Karen,Ho,4
S'gaw Karen,Biatah Bidayuh,5
S'gaw Karen,Mizo,6
S'gaw Karen,Lepcha,7
S'gaw Karen,Rabha,8
S'gaw Karen,Sundanese,9
S'gaw Karen,Zulu,10
Sa'a,Fijian,1
Sa'a,Samoan,2
Sa'a,Nancowry,3
Sa'a,Raluana,4
Sa'a,Tangga,5
Sa'a,Tikopia,6
Sa'a,Mailu,7
Sa'a,'Are'are,8
Sa'a,Roviana,9
Sa'a,Mota,10
Sabaic,Assyrian Neo-Aramaic,1
Sabaic,Jewish Babylonian Aramaic,2
Sabaic,Ancient Hebrew,3
Sabaic,Akkadian,4
Sabaic,Sumerian,5
Sabaic,Neo-Mandaic,6
Sabaic,Egyptian,7
Sabaic,Old Khmer,8
Sabaic,Old Chinese,9
Sabaic,Modern Hebrew,10
Sadri,Kudmali,1
Sadri,Mundari,2
Sadri,East-Central Tangkhul Naga,3
Sadri,Dimasa,4
Sadri,Bassa,5
Sadri,Mising-Padam-Miri-Minyong,6
Sadri,Leh Ladakhi,7
Sadri,Lisu,8
Sadri,Karamojong,9
Sadri,Mara Chin,10
Samoan,Fijian,1
Samoan,Rotuman,2
Samoan,Sa'a,3
Samoan,Tahitian,4
Samoan,Roviana,5
Samoan,Tokelau,6
Samoan,Futuna-Aniwa,7
Samoan,Raluana,8
Samoan,Gilbertese,9
Samoan,Mota,10
San Blas Kuna,Border Kuna,1
San Blas Kuna,Warao,2
San Blas Kuna,Nancowry,3
San Blas Kuna,Atakapa,4
San Blas Kuna,Central Tarahumara,5
San Blas Kuna,Nafsan,6
San Blas Kuna,Larike-Wakasihu,7
San Blas Kuna,Tangga,8
San Blas Kuna,Akawaio-Ingariko,9
San Blas Kuna,Western Huasteca Nahuatl,10
Sanaani Arabic,Gulf Arabic,1
Sanaani Arabic,Gilit Mesopotamian Arabic,2
Sanaani Arabic,Moroccan Arabic,3
Sanaani Arabic,Levantine Arabic,4
Sanaani Arabic,Turkmen,5
Sanaani Arabic,Bulgarian,6
Sanaani Arabic,Northern Uzbek,7
Sanaani Arabic,Mushungulu,8
Sanaani Arabic,Somali,9
Sanaani Arabic,Egyptian Arabic,10
Sango,Igbo,1
Sango,Kinshasa Lingala,2
Sango,Lega-Shabunda,3
Sango,Beng,4
Sango,Anufo,5
Sango,Tok Pisin,6
Sango,East Limba,7
Sango,Hmong Daw,8
Sango,Hmong Njua,9
Sango,Liberia Kpelle,10
Sanskrit,Sinhala,1
Sanskrit,Kannada,2
Sanskrit,Pali,3
Sanskrit,Bengali,4
Sanskrit,Malayalam,5
Sanskrit,Tamil,6
Sanskrit,Telugu,7
Sanskrit,Marathi,8
Sanskrit,Hindi,9
Sanskrit,Maithili,10
Santali,Kurukh,1
Santali,Ho,2
Santali,Ndonga,3
Santali,Rabha,4
Santali,Sora,5
Santali,Zulu,6
Santali,Ao Naga,7
Santali,Baram Kayan,8
Santali,Tiv,9
Santali,Tuwali Ifugao,10
Sanzhi,Limbu,1
Sanzhi,Kwangali,2
Sanzhi,Gaam,3
Sanzhi,Eastern Ojibwa,4
Sanzhi,Media Lengua,5
Sanzhi,Rade,6
Sanzhi,Bolivar-North Chimborazo Highland Quichua,7
Sanzhi,North Alaskan Inupiatun,8
Sanzhi,Palula,9
Sanzhi,Kazakh,10
Saurashtra,Tulu,1
Saurashtra,Maithili,2
Saurashtra,Caribbean Hindustani,3
Saurashtra,Kathmandu Valley Newari,4
Saurashtra,Manda,5
Saurashtra,Mundari,6
Saurashtra,Telugu,7
Saurashtra,Tamil,8
Saurashtra,Kashmiri,9
Saurashtra,Malayalam,10
Savosavo,Teanu,1
Savosavo,Wersing,2
Savosavo,Dakaka,3
Savosavo,Kwamera,4
Savosavo,Oksapmin,5
Savosavo,Kalamang,6
Savosavo,Southeast Ambrym,7
Savosavo,Lenakel,8
Savosavo,Teop,9
Savosavo,Mele-Fila,10
Scots,South Yorkshire English,1
Scots,Sussex,2
Scots,Ulster,3
Scots,Wiltshire-Hampshire,4
Scots,Essex,5
Scots,Devon,6
Scots,Scottish Gaelic,7
Scots,Manx,8
Scots,Icelandic,9
Scots,Irish,10
Scottish Gaelic,Irish,1
Scottish Gaelic,Welsh,2
Scottish Gaelic,Manx,3
Scottish Gaelic,Old English,4
Scottish Gaelic,Latin,5
Scottish Gaelic,Old Norse,6
Scottish Gaelic,Cornish,7
Scottish Gaelic,Scots,8
Scottish Gaelic,Old French,9
Scottish Gaelic,Icelandic,10
Selepet,Yagaria,1
Selepet,Telefol,2
Selepet,Enga,3
Selepet,Fore,4
Selepet,Fuyug,5
Selepet,Grass Koiari,6
Selepet,Gedaged,7
Selepet,Angguruk Yali,8
Selepet,Oksapmin,9
Selepet,West Kewa,10
Semai,Temiar,1
Semai,Chang Naga,2
Semai,Igbo,3
Semai,Jehai,4
Semai,Western Bukidnon Manobo,5
Semai,Rade,6
Semai,Ncane-Mungong,7
Semai,Fore,8
Semai,Kok Borok,9
Semai,Tetum,10
Sembakung Murut,Coastal-Naga Bikol,1
Sembakung Murut,Maranao,2
Sembakung Murut,Western Frisian,3
Sembakung Murut,Pampanga,4
Sembakung Murut,Javanese,5
Sembakung Murut,Lao,6
Sembakung Murut,Chamorro,7
Sembakung Murut,Garifuna,8
Sembakung Murut,Malacca-Batavia Portuguese Creole,9
Sembakung Murut,Hiligaynon,10
Seneca,Comanche,1
Seneca,Yana,2
Seneca,Ute-Southern Paiute,3
Seneca,Klamath-Modoc,4
Seneca,Cherokee,5
Seneca,Northeast Maidu,6
Seneca,Tunica,7
Seneca,Jicarilla Apache,8
Seneca,Navajo,9
Seneca,Zuni,10
Serbian-Croatian-Bosnian,Slovenian,1
Serbian-Croatian-Bosnian,Slovak,2
Serbian-Croatian-Bosnian,Upper Sorbian,3
Serbian-Croatian-Bosnian,Eastern Yiddish,4
Serbian-Croatian-Bosnian,Lithuanian,5
Serbian-Croatian-Bosnian,Hungarian,6
Serbian-Croatian-Bosnian,Galician,7
Serbian-Croatian-Bosnian,Georgian,8
Serbian-Croatian-Bosnian,Belarusian,9
Serbian-Croatian-Bosnian,Polish,10
Shan,S'gaw Karen,1
Shan,Southern Jinghpaw,2
Shan,Mon,3
Shan,Ao Naga,4
Shan,Lepcha,5
Shan,Tetum,6
Shan,Mizo,7
Shan,Rabha,8
Shan,Yao,9
Shan,Nez Perce,10
Shatt,Reel,1
Shatt,Bongo,2
Shatt,Belanda Bor,3
Shatt,Lopit,4
Shatt,Chung,5
Shatt,Bafanji,6
Shatt,Ncane-Mungong,7
Shatt,Shilluk,8
Shatt,Lega-Shabunda,9
